pokedex_id,name,genus,generation,type_1,type_2,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,ability_1,ability_2,hidden_ability,color,shape,habitat,growth_rate,egg_groups,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,description,sprite_url,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,gender_distribution,stat_tier
924,tandemaus,Couple Pokémon,IX,normal,,1,50,50,45,40,45,75,305,0.3,1.8,61,run-away,pickup,own-tempo,white,heads,,fast,"ground, fairy",False,False,False,150,50,10,-1,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,False,20.0,1.11,95,85,165,140,Genderless,Below Average (300-399)
925,maushold-family-of-four,Family Pokémon,IX,normal,,1,74,75,70,65,75,111,470,0.3,2.3,165,friend-guard,cheek-pouch,technician,white,heads,,fast,"ground, fairy",False,False,False,75,50,10,-1,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,False,25.6,1.07,145,140,251,219,Genderless,Average (400-499)
926,fidough,Puppy Pokémon,IX,fairy,,1,37,55,70,30,55,65,312,0.3,10.9,62,own-tempo,,klutz,yellow,quadruped,,medium-slow,"ground, mineral",False,False,False,190,50,20,4,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,False,121.1,0.79,125,85,150,162,50% Male / 50% Female,Below Average (300-399)
927,dachsbun,Dog Pokémon,IX,fairy,,1,57,80,115,50,80,95,477,0.5,14.9,167,well-baked-body,,aroma-veil,brown,quadruped,,medium-slow,"ground, mineral",False,False,False,90,50,20,4,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,False,59.6,0.7,195,130,225,252,50% Male / 50% Female,Average (400-499)
928,smoliv,Olive Pokémon,IX,grass,normal,2,41,35,45,58,51,30,260,0.3,6.5,52,early-bird,,harvest,green,legs,,medium-slow,plant,False,False,False,255,50,20,4,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,True,72.2,0.78,80,109,123,137,50% Male / 50% Female,Weak (<300)
929,dolliv,Olive Pokémon,IX,grass,normal,2,52,53,60,78,78,33,354,0.6,11.9,124,early-bird,,harvest,green,humanoid,,medium-slow,plant,False,False,False,120,50,20,4,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,True,33.1,0.88,113,156,164,190,50% Male / 50% Female,Below Average (300-399)
930,arboliva,Olive Pokémon,IX,grass,normal,2,78,69,90,125,109,39,510,1.4,48.2,255,seed-sower,,harvest,green,humanoid,,medium-slow,plant,False,False,False,45,50,20,4,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,True,24.6,0.77,159,234,233,277,50% Male / 50% Female,Strong (500-599)
931,squawkabilly-green-plumage,Parrot Pokémon,IX,normal,flying,2,82,96,51,45,51,92,417,0.6,2.4,146,intimidate,hustle,guts,green,wings,,slow-then-very-fast,flying,False,False,False,190,50,15,4,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,True,6.7,1.88,147,96,233,184,50% Male / 50% Female,Average (400-499)
932,nacli,Rock Salt Pokémon,IX,rock,,1,55,55,75,35,35,25,280,0.4,16.0,56,purifying-salt,sturdy,clear-body,brown,ball,,medium-slow,mineral,False,False,False,255,50,20,4,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,False,100.0,0.73,130,70,115,165,50% Male / 50% Female,Weak (<300)
933,naclstack,Rock Salt Pokémon,IX,rock,,1,60,60,100,35,65,35,355,0.6,105.0,124,purifying-salt,sturdy,clear-body,brown,quadruped,,medium-slow,mineral,False,False,False,120,50,20,4,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,False,291.7,0.6,160,100,130,225,50% Male / 50% Female,Below Average (300-399)
934,garganacl,Rock Salt Pokémon,IX,rock,,1,100,100,130,45,90,35,500,2.3,240.0,250,purifying-salt,sturdy,clear-body,brown,humanoid,,medium-slow,mineral,False,False,False,45,50,20,4,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,False,45.4,0.77,230,135,180,320,50% Male / 50% Female,Strong (500-599)
935,charcadet,Fire Child Pokémon,IX,fire,,1,40,50,40,50,40,35,255,0.6,10.5,51,flash-fire,,flame-body,red,humanoid,,slow,humanshape,False,False,False,90,50,35,4,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,False,29.2,1.25,90,90,135,120,50% Male / 50% Female,Weak (<300)
936,armarouge,Fire Warrior Pokémon,IX,fire,psychic,2,85,60,100,125,80,75,525,1.5,85.0,263,flash-fire,,weak-armor,red,humanoid,,slow,humanshape,False,False,False,25,20,35,4,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,True,37.8,0.6,160,205,260,265,50% Male / 50% Female,Strong (500-599)
937,ceruledge,Fire Blades Pokémon,IX,fire,ghost,2,75,125,80,60,100,85,525,1.6,62.0,263,flash-fire,,weak-armor,blue,humanoid,,slow,humanshape,False,False,False,25,20,35,4,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,True,24.2,1.56,205,160,270,255,50% Male / 50% Female,Strong (500-599)
938,tadbulb,EleTadpole Pokémon,IX,electric,,1,61,31,41,59,35,45,272,0.3,0.4,54,own-tempo,static,damp,yellow,ball,,medium,water1,False,False,False,190,50,20,4,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,False,4.4,0.76,72,94,135,137,50% Male / 50% Female,Weak (<300)
939,bellibolt,EleFrog Pokémon,IX,electric,,1,109,64,91,103,83,45,495,1.2,113.0,173,electromorphosis,static,damp,green,humanoid,,medium,water1,False,False,False,50,50,20,4,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,False,78.5,0.7,155,186,212,283,50% Male / 50% Female,Average (400-499)
940,wattrel,Storm Petrel Pokémon,IX,electric,flying,2,40,40,35,55,40,70,280,0.4,3.6,56,wind-power,volt-absorb,competitive,black,wings,,medium-slow,"water1, flying",False,False,False,180,50,20,4,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,True,22.5,1.14,75,95,165,115,50% Male / 50% Female,Weak (<300)
941,kilowattrel,Frigatebird Pokémon,IX,electric,flying,2,70,70,60,105,60,125,490,1.4,38.6,172,wind-power,volt-absorb,competitive,yellow,wings,,medium-slow,"water1, flying",False,False,False,90,50,20,4,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,True,19.7,1.17,130,165,300,190,50% Male / 50% Female,Average (400-499)
942,maschiff,Rascal Pokémon,IX,dark,,1,60,78,60,40,51,51,340,0.5,16.0,68,intimidate,run-away,stakeout,brown,quadruped,,medium-slow,ground,False,False,False,150,50,20,4,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,False,64.0,1.3,138,91,169,171,50% Male / 50% Female,Below Average (300-399)
943,mabosstiff,Boss Pokémon,IX,dark,,1,80,120,90,60,70,85,505,1.1,61.0,177,intimidate,guard-dog,stakeout,gray,quadruped,,medium-slow,ground,False,False,False,75,50,20,4,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,False,50.4,1.33,210,130,265,240,50% Male / 50% Female,Strong (500-599)
944,shroodle,Toxic Mouse Pokémon,IX,poison,normal,2,40,65,35,40,35,75,290,0.2,0.7,58,unburden,pickpocket,prankster,gray,quadruped,,medium-slow,ground,False,False,False,190,50,20,4,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,True,17.5,1.86,100,75,180,110,50% Male / 50% Female,Weak (<300)
945,grafaiai,Toxic Monkey Pokémon,IX,poison,normal,2,63,95,65,80,72,110,485,0.7,27.2,170,unburden,poison-touch,prankster,gray,upright,,medium-slow,ground,False,False,False,90,50,20,4,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,True,55.5,1.46,160,152,285,200,50% Male / 50% Female,Average (400-499)
946,bramblin,Tumbleweed Pokémon,IX,grass,ghost,2,40,65,30,45,35,60,275,0.6,0.6,55,wind-rider,,infiltrator,brown,ball,,medium,plant,False,False,False,190,50,20,4,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,True,1.7,2.17,95,80,170,105,50% Male / 50% Female,Weak (<300)
947,brambleghast,Tumbleweed Pokémon,IX,grass,ghost,2,55,115,70,80,70,90,480,1.2,6.0,168,wind-rider,,infiltrator,brown,ball,,medium,plant,False,False,False,45,50,20,4,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,True,4.2,1.64,185,150,285,195,50% Male / 50% Female,Average (400-499)
948,toedscool,Woodear Pokémon,IX,ground,grass,2,40,40,35,50,100,70,335,0.9,33.0,67,mycelium-might,,,yellow,legs,,medium-slow,plant,False,False,False,190,50,20,4,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,True,40.7,1.14,75,150,160,175,50% Male / 50% Female,Below Average (300-399)
949,toedscruel,Woodear Pokémon,IX,ground,grass,2,80,70,65,80,120,100,515,1.9,58.0,180,mycelium-might,,,black,tentacles,,medium-slow,plant,False,False,False,90,50,20,4,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,True,16.1,1.08,135,200,250,265,50% Male / 50% Female,Strong (500-599)
950,klawf,Ambush Pokémon,IX,rock,,1,70,100,115,35,55,75,450,1.3,79.0,158,anger-shell,shell-armor,regenerator,red,armor,,medium,water3,False,False,False,120,50,35,4,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,False,46.7,0.87,215,90,210,240,50% Male / 50% Female,Average (400-499)
951,capsakid,Spicy Pepper Pokémon,IX,grass,,1,50,62,40,62,40,50,304,0.3,3.0,61,chlorophyll,insomnia,klutz,green,upright,,medium,plant,False,False,False,190,50,20,4,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,False,33.3,1.55,102,102,174,130,50% Male / 50% Female,Below Average (300-399)
952,scovillain,Spicy Pepper Pokémon,IX,grass,fire,2,65,108,65,108,65,75,486,0.9,15.0,170,chlorophyll,insomnia,moody,green,upright,,medium,plant,False,False,False,75,50,20,4,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,True,18.5,1.66,173,173,291,195,50% Male / 50% Female,Average (400-499)
953,rellor,Rolling Pokémon,IX,bug,,1,41,50,60,31,58,30,270,0.2,1.0,54,compound-eyes,,shed-skin,brown,armor,,fast,bug,False,False,False,190,50,20,4,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,False,25.0,0.83,110,89,111,159,50% Male / 50% Female,Weak (<300)
954,rabsca,Rolling Pokémon,IX,bug,psychic,2,75,50,85,115,100,45,470,0.3,3.5,165,synchronize,,telepathy,green,armor,,fast,bug,False,False,False,45,50,20,4,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,True,38.9,0.59,135,215,210,260,50% Male / 50% Female,Average (400-499)
955,flittle,Frill Pokémon,IX,psychic,,1,30,35,30,55,30,75,255,0.2,1.5,51,anticipation,frisk,speed-boost,yellow,legs,,medium-slow,flying,False,False,False,120,50,20,4,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,False,37.5,1.17,65,85,165,90,50% Male / 50% Female,Weak (<300)
956,espathra,Ostrich Pokémon,IX,psychic,,1,95,60,60,101,60,105,481,1.9,90.0,168,opportunist,frisk,speed-boost,yellow,upright,,medium-slow,flying,False,False,False,60,50,20,4,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,False,24.9,1.0,120,161,266,215,50% Male / 50% Female,Average (400-499)
957,tinkatink,Metalsmith Pokémon,IX,fairy,steel,2,50,45,45,35,64,58,297,0.4,8.9,59,mold-breaker,own-tempo,pickpocket,pink,humanoid,,medium-slow,fairy,False,False,False,190,50,20,8,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,True,55.6,1.0,90,99,138,159,Always Female,Weak (<300)
958,tinkatuff,Hammer Pokémon,IX,fairy,steel,2,65,55,55,45,82,78,380,0.7,59.1,133,mold-breaker,own-tempo,pickpocket,pink,humanoid,,medium-slow,fairy,False,False,False,90,50,20,8,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,True,120.6,1.0,110,127,178,202,Always Female,Below Average (300-399)
959,tinkaton,Hammer Pokémon,IX,fairy,steel,2,85,75,77,70,105,94,506,0.7,112.8,253,mold-breaker,own-tempo,pickpocket,pink,humanoid,,medium-slow,fairy,False,False,False,45,50,20,8,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,True,230.2,0.97,152,175,239,267,Always Female,Strong (500-599)
960,wiglett,Garden Eel Pokémon,IX,water,,1,10,55,25,35,25,95,245,1.2,1.8,49,gooey,rattled,sand-veil,white,blob,,medium,water3,False,False,False,255,50,20,4,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,False,1.2,2.2,80,60,185,60,50% Male / 50% Female,Weak (<300)
961,wugtrio,Garden Eel Pokémon,IX,water,,1,35,100,50,50,70,120,425,1.2,5.4,149,gooey,rattled,sand-veil,red,blob,,medium,water3,False,False,False,50,50,20,4,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,False,3.8,2.0,150,120,270,155,50% Male / 50% Female,Average (400-499)
